Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
4/3/17 1:15,UK police arrest eight over assault of youth seeking asylum,TRT World,,,http://www.trtworld.com/europe/uk-police-arrest-eight-over-assault-of-youth-seeking-asylum-328984,asylum attack borough crime croydon european hate iran khan kurdish london mayor police sadiq seeker teen union asylum attack borough crime croydon european hate iran khan kurdish london mayor police sadiq seeker teen union asylum attack borough crime croydon european hate iran khan kurdish london mayor police sadiq seeker teen union asylum attack borough crime croydon european hate iran khan kurdish london mayor police sadiq seeker teen union asylum attack borough crime croydon european hate iran khan kurdish london mayor police sadiq seeker teen union asylum attack borough crime croydon european hate iran khan kurdish london mayor police sadiq seeker teen union asylum attack borough crime croydon european hate iran khan kurdish london mayor police sadiq seeker teen union,The 17-year-old Kurdish Iranian asylum seeker was critically wounded after a gang attacked him in London on Friday. Police are treating the assault as a hate crime.	Authorities in the UK have arrested eight people after an attack on Friday on a teenage
4/3/17 1:39,Suspects charged in London mob beating of teen asylum-seeker,ABC News,,,http://abcnews.go.com/International/wireStory/uk-police-20-people-part-hate-beating-46537832,asylum attack charges croydon danyelle daryl davis iran kurdish london metro mob police seeker teen walder asylum attack charges croydon danyelle daryl davis iran kurdish london metro mob police seeker teen walder asylum attack charges croydon danyelle daryl davis iran kurdish london metro mob police seeker teen walder asylum attack charges croydon danyelle daryl davis iran kurdish london metro mob police seeker teen walder asylum attack charges croydon danyelle daryl davis iran kurdish london metro mob police seeker teen walder,"By danica kirka, AP	Authorities in London charged seven people Monday over an unprovoked attack on a 17-year-old Iranian-Kurdish asylum-seeker as police sought to piece together an act of mob violence that involved as many as 30 people.	London's"
4/3/17 1:47,UK police: Hate crime beating could have involved 30 people,Stars and Stripes,Washington,DC,https://www.stripes.com/news/europe/uk-police-hate-crime-beating-could-have-involved-30-people-1.461810,asylum attack authorities charges croydon iran kurdish london metro mob police seeker teen unprovoked asylum attack authorities charges croydon iran kurdish london metro mob police seeker teen unprovoked,"By DANICA KIRKA | AP | Published: April 3, 2017	LONDON -- Authorities in London charged five people Monday in an unprovoked attack on a 17-year-old Iranian-Kurdish asylum-seeker as police sought to piece together the mob violence that involved up to 30"
4/3/17 2:17,More hate graffiti found in Astoria directed at elected officials,TimesLedger,Bayside,New York,http://www.timesledger.com/stories/2017/13/gianarisgraffiti_2017_03_31_q.html,aravella astoria bigot crimes force gianaris graffiti hate hateful nypd pistilli president sen simotas task aravella astoria bigot crimes force gianaris graffiti hate hateful nypd pistilli president sen simotas task aravella astoria bigot crimes force gianaris graffiti hate hateful nypd pistilli president sen simotas task aravella astoria bigot crimes force gianaris graffiti hate hateful nypd pistilli president sen simotas task aravella astoria bigot crimes force gianaris graffiti hate hateful nypd pistilli president sen simotas task aravella astoria bigot crimes force gianaris graffiti hate hateful nypd pistilli president sen simotas task aravella astoria bigot crimes force gianaris graffiti hate hateful nypd pistilli president sen simotas task aravella astoria bigot crimes force gianaris graffiti hate hateful nypd pistilli president sen simotas task,By Bill Parry	The NYPD Hate Crimes Task Force is investigating hateful graffiti that has appeared for the third time this month at the Astoria office building of state Sen. Michael Gianaris.	The NYPD's Hate Crimes Task Force is currently investigating the
4/3/17 2:24,"Teen asylum-seeker subjected to ""brutal attack"" in London",CBS News,New York,NY,http://www.cbsnews.com/news/teen-asylum-seeker-beaten-croydon-london-hate-crime/,asylum attack authorities charges croydon grievous hate iran kurdish london metro police seeker teen updated walder asylum attack authorities charges croydon grievous hate iran kurdish london metro police seeker teen updated walder asylum attack authorities charges croydon grievous hate iran kurdish london metro police seeker teen updated walder asylum attack authorities charges croydon grievous hate iran kurdish london metro police seeker teen updated walder asylum attack authorities charges croydon grievous hate iran kurdish london metro police seeker teen updated walder asylum attack authorities charges croydon grievous hate iran kurdish london metro police seeker teen updated walder asylum attack authorities charges croydon grievous hate iran kurdish london metro police seeker teen updated walder asylum attack authorities charges croydon grievous hate iran kurdish london metro police seeker teen updated walder,"Last Updated Apr 3, 2017 9:10 AM EDT	LONDON -- Authorities in London charged five people Monday in an unprovoked attack on a 17-year-old Iranian-Kurdish asylum-seeker as police sought to piece together the mob violence that involved up to 30 people."
4/3/17 3:10,Five people charged over teenage asylum seeker attack,Yahoo News,Altadena,California,https://uk.news.yahoo.com/five-people-charged-over-teenage-asylum-seeker-attack-100631650.html,asylum attack beaten charges disorder goat iran kicked kurdish seeker shrublands teenage violent yard,Five people have been charged following a suspected hate crime against a teenage asylum seeker.	The vicious attack left the victim fighting for his life in hospital.	Four have been charged with violent disorder and one with violent disorder and grievous
4/3/17 3:18,"Berea Rally, March Scheduled in Response to 'Hate Crime'",WEKU,Richmond,KY,http://weku.fm/post/berea-rally-march-scheduled-response-hate-crime,berea bereans city commission commonwealth fairness hate human kentuckians lesbian lgbtq madison mendel rally berea bereans city commission commonwealth fairness hate human kentuckians lesbian lgbtq madison mendel rally,"By John Hingsbergen дуў Apr 3, 2017	Human rights and LGBTQ advocates are organizing in Berea Monday evening. They're reacting to an incident in which a lesbian couple were targeted with graffiti.	Bereans for Fairness held a rally and marched to city hall"
4/3/17 3:41,London police charge 6 more in beating of asylum-seeker,Argus Press,Owosso,MI,http://www.argus-press.com/news/international/article_f7c91517-7a0f-5bd7-bee1-ec41aa76f232.html?mode=image&photo=0,asylum attack caps clean croydon georgina iran kurdish lock london police racism racist seeker sexism stubbs threat turns asylum attack caps clean croydon georgina iran kurdish lock london police racism racist seeker sexism stubbs threat turns,"A general view of the bus stop in Croydon, south London, Monday April 3, 2017, where a 17-year old Iranian-Kurdish asylum seeker was attacked by a group of people in a suspected hate attack on Friday March 31. Police have detained some suspects in"
4/3/17 4:15,Croydon: Five charged for suspected hate crime,WebTop News,,NY,http://www.webtopnews.com/croydon-five-charged-suspected-hate-crime-3885-2017/,appalling asylum attack barry charges crime croydon davis george goat hate iran kurdish london seeker shrublands suspect walder appalling asylum attack barry charges crime croydon davis george goat hate iran kurdish london seeker shrublands suspect walder,"By Staff on April 3, 2017	Five people have been charged with a suspected hate crime after a 17-year-old asylum seeker was beaten in a думbrutal attackдуќ in Croydon.	The 17-year-old and two friends were waiting at a bus stop in Shrublands Avenue, near The"
4/3/17 4:20,Five charged for suspected hate crime in London,Yahoo News,Altadena,California,https://in.news.yahoo.com/five-charged-suspected-hate-crime-110325959.html,52465 62518 asylum attack castle china hate london national north_korea rex security seeker teen tillerson united_states,"PTI Feeds	United Nations, Apr 4 (AFP) US Secretary of State Rex Tillerson will make his first visit to the United Nations later this month to chair a UN Security Council meeting on North Korea, the US envoy has said. The April 28 meeting on"
4/3/17 4:37,Victim Of Brutal 2011 Hate Crime Found Murdered On His Birthday,NewNowNext,New York,NY,http://www.newnownext.com/madison-hate-crime-andrew-nesbitt/04/2017/,anderson andrew bar bay brutal crime darrick flores gay green hate madison nesbitt oshkosh wisconsin wmtv anderson andrew bar bay brutal crime darrick flores gay green hate madison nesbitt oshkosh wisconsin wmtv anderson andrew bar bay brutal crime darrick flores gay green hate madison nesbitt oshkosh wisconsin wmtv,by Cody Gohl 4/3/2017	A Wisconsin man who suffered a violent hate crime in 2011 was found stabbed to death inside his Madison apartment early last week.	46-year-old Andrew Nesbitt's body was discovered Monday morning on his birthday. Local police have
4/3/17 5:00,Anti-Muslim hate crimes rock South Asian communities while Trump and Modi look away,ThinkProgress,Washington,DC,https://thinkprogress.org/islamophobia-south-asia-trump-modi-b43a7eb0a6df,asia hate hindu india indians modi muslim south trump,"A girl holds a placard as she joins parents of Indians living abroad and others in a candlelight vigil to pay tributes to Srinivas Kuchibhotla in Hyderabad, India. CREDIT: AP Photo/Mahesh Kumar A.	It's hard being South Asian in Trump's America. For weeks,"
4/3/17 5:08,"Suspects charged in London mob beating of teen asylum-seeker - WBOC-TV 16, Delmarvas News Leader, FOX 21 -",WBOC TV 16,Salisbury,MD,http://www.wboc.com/story/35054626/uk-police-hate-crime-beating-could-have-involved-30-people,asylum attack authorities bodily croydon danyelle davis grievous iran kurdish london metro mob police seeker teen walder,AP National News VideoMore>>	By DANICA KIRKA	AP	LONDON (AP) - Authorities in London charged seven people Monday over an unprovoked attack on a 17-year-old Iranian-Kurdish asylum-seeker as police sought to piece together an act of mob violence that
4/3/17 5:11,Suspects charged in London mob beating of teen asylum-seeker - KOAM TV 7,KOAM-TV,Pittsburg,KS,http://www.koamtv.com/story/35054626/uk-police-hate-crime-beating-could-have-involved-30-people,asylum attack authorities bodily croydon danyelle davis grievous iran kurdish london metro mob police seeker teen walder,AP National News VideoMore>>	By DANICA KIRKA	AP	LONDON (AP) - Authorities in London charged seven people Monday over an unprovoked attack on a 17-year-old Iranian-Kurdish asylum-seeker as police sought to piece together an act of mob violence that
4/3/17 5:41,Dutch Lawmakers Hold Hands in Moving Show of Solidarity with Gay Couple Who Were Brutally Attacked,Towleroad,New York,NY,http://www.towleroad.com/2017/04/alexander-pechtold-wouter-koolmees/,alexander attacked brutally coc dutch gay koolmees lgbt netherlands pechtold politicians sewratan vernes violence,by Andy Towle	Two Dutch Politicians arrived hand-in-hand at the negotiations on the formation of a new Dutch government on Monday to show support for a gay couple brutally attacked over the weekend.	D66 leader Alexander Pechtold and party member Wouter
4/3/17 6:22,Police vow to catch 'all those involved' in attack on asylum seeker,Clacton and Frinton Gazette,,,http://www.clactonandfrintongazette.co.uk/news/national/15199108.Police_vow_to_catch____all_those_involved____in_attack_on_asylum_seeker/,ahmed asylum attack attacked corrigan croydon hate iran jane kurdish london police reker seeker trace viciously,"Don't be the last to know! Get the latest local news straight to your inbox.	A gang who brutally attacked a teenager because he was an asylum seeker may have been joined by up to 30 other people during the assault, police have said.	Kurdish Iranian"
4/3/17 6:36,Beating of Asylum Seeker in London Is Said to Be Hate Crime,New York Times,New York,NY,https://www.nytimes.com/2017/04/03/world/europe/uk-london-asylum-seeker-hate-crime.html,asylum attack brexit british bus croydon european iran kurdish london neil police racially seeker south teen union asylum attack brexit british bus croydon european iran kurdish london neil police racially seeker south teen union asylum attack brexit british bus croydon european iran kurdish london neil police racially seeker south teen union asylum attack brexit british bus croydon european iran kurdish london neil police racially seeker south teen union asylum attack brexit british bus croydon european iran kurdish london neil police racially seeker south teen union asylum attack brexit british bus croydon european iran kurdish london neil police racially seeker south teen union asylum attack brexit british bus croydon european iran kurdish london neil police racially seeker south teen union asylum attack brexit british bus croydon european iran kurdish london neil police racially seeker south teen union asylum attack brexit british bus croydon european iran kurdish london neil police racially seeker south teen union asylum attack brexit british bus croydon european iran kurdish london neil police racially seeker south teen union,"By DAN BILEFSKY APRIL 3, 2017	A bus stop near where a teenage asylum seeker was attacked in the South London area of Croydon. Credit Neil Hall/Reuters	LONDON дуо The Kurdish-Iranian teenager was waiting with friends at a bus stop in south London when a"
4/3/17 6:38,"Gay Man Attacked On New York Subway, As Hate Crimes Rise In City",NewNowNext,New York,NY,http://www.newnownext.com/gay-attack-subway-new-york/04/2017/,accosted bed brooklyn cbs crimes emma gay hate homophobic lgbt manhattan masculine masculinity nypd shakarshy stuy subway train accosted bed brooklyn cbs crimes emma gay hate homophobic lgbt manhattan masculine masculinity nypd shakarshy stuy subway train accosted bed brooklyn cbs crimes emma gay hate homophobic lgbt manhattan masculine masculinity nypd shakarshy stuy subway train,"by Dan Avery 4/3/2017	The unnamed victim, 29, was on his way from Bed-Stuy in Brooklyn to Manhattan when he was accosted on the C Train. The assailant, who was not apprehended, punched and spit on the man as he shouted homophobic slurs.	The NYPD says"
4/3/17 7:57,Police Release Pictures of Suspects in 'Racist Hate' Attack on Asylum Seeker,Breitbart News,Venice Beach,CA,http://www.breitbart.com/london/2017/04/03/suspects-racist-hate-attack/,abbott asylum attack brexit conservative croydon diane government hate home iran kurdish kurds pictures seeker shadow victims,by Virginia Hale3 Apr 20170	Police investigating a suspected hate attack that left a Kurdish Iranian teen fighting for his life have released pictures of three people they wish to identify and question.	Eight people are being held on suspicion of
4/3/17 9:09,5 charged in 'hate-crime' beating of Kurdish teen seeking asylum,WLS-TV,Chicago,IL,http://abc7chicago.com/news/5-charged-in-hate-crime-beating-of-kurdish-teen-seeking-asylum/1831995/,asylum attack charges croydon goat hate iran kurdish london metro police press seeker stubbs teen asylum attack charges croydon goat hate iran kurdish london metro police press seeker stubbs teen asylum attack charges croydon goat hate iran kurdish london metro police press seeker stubbs teen asylum attack charges croydon goat hate iran kurdish london metro police press seeker stubbs teen asylum attack charges croydon goat hate iran kurdish london metro police press seeker stubbs teen asylum attack charges croydon goat hate iran kurdish london metro police press seeker stubbs teen,"A general view of the bus stop in Croydon, south London, where a 17-year old Iranian-Kurdish asylum seeker was attacked by a group of people in a suspected hate attack. (Georgina Stubbs/PA via AP)	Five people have been charged in a brutal attack on a"
4/3/17 9:16,Dutch Gay Couple Attacked with Bolt Cutters in Horrifying Hate Crime,Unicorn Booty,Seattle,WA,https://unicornbooty.com/dutch-bolt-cutters-hate-crime/,arnhem bolt bridge couple cutters gay horrifying jasper mandela nelson netherlands nieuws ronnie sewratan times vernes arnhem bolt bridge couple cutters gay horrifying jasper mandela nelson netherlands nieuws ronnie sewratan times vernes arnhem bolt bridge couple cutters gay horrifying jasper mandela nelson netherlands nieuws ronnie sewratan times vernes,"In a horrifying hate crime, a gay couple in the Netherlands were attacked by a vicious group of men and youths with bolt cutters.	NL Times writes that Jasper Vernes-Sewratan and Ronnie Sewratan-Vernes were holding hands and walking home from a dance party"
4/3/17 9:18,How Ethnic And Racial Harassment Damages Mental Health,Global Economic Intersection,Las Vegas,,http://econintersect.com/pages/contributors/contributor.php?post=201704042338,brexit british china croydon ethnic ethnicity experiencing harassment india insulted minorities minority muslim pakistan racial racially religion sikh society understanding,A recent vicious attack on a 17-year-old asylum seeker in Croydon has drawn widespread condemnation and is being investigated as a hate crime. It follows a spike in hate crimes following the Brexit vote in June 2016 which brought the issue of ethnic and
4/3/17 9:37,13 Senators Demand White House Action on Hate Crimes,sikhcoalition.org,New York,NY,https://www.sikhcoalition.org/blog/2017/13-senators-demand-white-house-action-hate-crimes/,,
4/3/17 9:38,"Indian American Physician Threatened by Text Message, Fears for Family",India West,San Leandro,CA,http://www.indiawest.com/news/global_indian/indian-american-physician-threatened-by-text-message-fears-for-family/article_a1ccfd68-1889-11e7-927d-cb38e44d927d.html,american fears hospital india indiana khalsa monroe sikh sikhs singh temple theindychannel threats wisconsin american fears hospital india indiana khalsa monroe sikh sikhs singh temple theindychannel threats wisconsin,"PTI	File photo of worshipers attending a service at the Sikh Temple of Wisconsin to mark the one-year anniversary of the shooting rampage that killed six members of the temple, Aug. 5, 2013 in Oak Creek, Wisconsin. (Scott Olson/Getty Images)	WASHINGTON"
4/3/17 10:04,Dylann Roof To Plead Guilty To State Murder Charges,Huffington Post,New York,NY,http://www.huffingtonpost.com/entry/dylann-roof-to-plead-guilty-to-state-murder-charges_us_58e27e45e4b0d0b7e1636c89,africa american bible charleston church dylann federal guilty murder plea plead roof sentenced south_carolina trial wilson africa american bible charleston church dylann federal guilty murder plea plead roof sentenced south_carolina trial wilson,"Dylann Roof, convicted and sentenced to death in federal court for the 2015 massacre at a historic black church in Charleston, South Carolina, will plead guilty to separate state murder charges, the prosecutor handling the case said on Friday.	Roof, a"
4/3/17 10:18,Patricia Arquette Calls Out Jeff Sessions For Ignoring Trans Deaths,Huffington Post,New York,NY,http://www.huffingtonpost.com/entry/patricia-arquette-jeff-sessions-glaad_us_58e26694e4b0b3918c8535a1,alexis angeles arquette award boyhood glaad jeff lgbtq misgendered sessions sister speech trans viscously alexis angeles arquette award boyhood glaad jeff lgbtq misgendered sessions sister speech trans viscously alexis angeles arquette award boyhood glaad jeff lgbtq misgendered sessions sister speech trans viscously alexis angeles arquette award boyhood glaad jeff lgbtq misgendered sessions sister speech trans viscously alexis angeles arquette award boyhood glaad jeff lgbtq misgendered sessions sister speech trans viscously,"By Curtis M. Wong	Arquette, 48, made the fiery remarks as part of an acceptance speech at the 2017 GLAAD Media Awards in Los Angeles on Saturday. The думBoyhoodдуќ star was honored with GLAAD's Vanguard Award for her outspoken support of the LGBTQ"
4/3/17 10:37,Exclusive clip: White supremacist killer Dylann Roof profiled on Vanity Fair Confidential,Monsters and Critics.com,,,http://www.monstersandcritics.com/smallscreen/exclusive-clip-white-supremacist-killer-dylann-roof-and-rise-in-online-hate-groups-profiled-on-vanity-fair-confidential/,africa airs carolina charleston church confidential dylann fair hate investigationdiscovery roof state stophate supremacist vanity africa airs carolina charleston church confidential dylann fair hate investigationdiscovery roof state stophate supremacist vanity,"This week Vanity Fair Confidential looks at the shocking case of white radical killer Dylann Roof, who murdered nine black people in Charleston.	Roof was just 19 on the evening of June 17, 2015, when he attended a church meeting at the Emanuel African"
4/3/17 11:00,AVP learns of an anti-gay incident in Downtown Brooklyn,avp.org,New York,NY,http://www.avp.org/resources/avp-resources/608-avp-learns-of-an-anti-gay-incident-in-downtown-brooklyn-,,
