Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
6/26/17 0:29,Hate Crimes Haven't Deterred Millennial Muslims From Celebrating The End Of Ramadan,CBS Sacramento,,,http://sacramento.cbslocal.com/2017/06/26/hate-crimes-dont-deter-millennial-muslims-from-celebrating-the-end-of-ramadan/,azeez backlash cbs13 celebration discriminated eid grand islamophobia mcclellan mosque muslim park ramadan sacramento azeez backlash cbs13 celebration discriminated eid grand islamophobia mcclellan mosque muslim park ramadan sacramento azeez backlash cbs13 celebration discriminated eid grand islamophobia mcclellan mosque muslim park ramadan sacramento,"By Anser Hassan June 26, 2017 12:29 AM	SACRAMENTO (CBS13) дус There was stepped-up security and extra patrols around Sacramento region mosques Sunday morning, as tens of thousands came out to celebrate Eid-ul-Fitr, the holiday that marks the end of month"
6/26/17 2:22,AP Authorities delayed investigating gay думdemonsдуќ case,thetruth24.net,Passaic,NJ,https://thetruth24.net/2017/06/26/ap-authorities-delayed-investigating-gay-demons-case/,,
6/26/17 6:00,Trumphobia Film Documents 75-Year-Old Floridian Attacked by Homophobic Neighbor,Miami New Times,Miami,FL,http://www.miaminewtimes.com/news/trumphobia-documentary-examines-hate-in-america-after-presidential-election-9442663,cherokee chuck documentary donald election faggots fears film jeep pride redding sarasota sosa trump trumphobia cherokee chuck documentary donald election faggots fears film jeep pride redding sarasota sosa trump trumphobia,"By Paola de Varona	On November 14, just a few days after Donald Trump's election, Chuck Redding was driving home in Sarasota in a car with marriage equality and pride bumper stickers. Suddenly, Redding noticed a man in a Jeep Cherokee tailing him. Once"
6/26/17 6:18,Letters to the Editor,Troy Record,Troy,New York,http://www.troyrecord.com/opinion/20170626/letters-to-the-editor,1776 1777 africa american christian church clergy colonies declaration horizons independence jennifer laquan madison organizations schodack,"Shortly after the fire and hate signs that targeted the home of Laquan and Jennifer Madison in Schodack on May 14, New Horizons Christian Church; The African American Clergy United for Empowerment; The Jewish Federation and over 24 other community"
6/26/17 9:30,Leggett Announces Security Grant Guidelines For Faith-Based Groups,Montgomery Community Media,Rockville,Maryland,http://www.mymcmedia.org/leggett-announces-security-grant-guidelines-for-faith-based-groups/,county executive facilities faith grant guidelines hate ike improvement leggett montgomery program security county executive facilities faith grant guidelines hate ike improvement leggett montgomery program security county executive facilities faith grant guidelines hate ike improvement leggett montgomery program security county executive facilities faith grant guidelines hate ike improvement leggett montgomery program security county executive facilities faith grant guidelines hate ike improvement leggett montgomery program security,"Montgomery County Executive Ike Leggett announced the guidelines for a new grant program aimed to help faith-based groups that have experienced hate crimes in the county make security improvements.	The grant program titled, думFaith-based Facilities"
6/26/17 10:12,Sad and infuriating': Queens community speaks out against hateful graffiti found at neighborhood site,QNS.com,,,http://qns.com/story/2017/06/26/sad-infuriating-queens-community-speaks-hateful-graffiti-found-neighborhood-site/,community comrie crimes force graffiti hate hateful holliswood hospital infuriating neighborhood queens semitic task weprin community comrie crimes force graffiti hate hateful holliswood hospital infuriating neighborhood queens semitic task weprin,"By Suzanne Monteverdi	That was the message residents and elected officials delivered outside the former Holliswood Hospital on Friday, June 23, after racial and anti-Semitic graffiti was discovered there last week.	During the June 23 press conference,"
6/26/17 11:00,"In trying to celebrate diversity, city creates flag flap",Laredo Morning Times,Laredo,TX,http://www.lmtonline.com/news/crime/article/In-trying-to-celebrate-diversity-city-creates-11247700.php,asia bridget city evokes flag flags fly maryland montgomery national newton post reevaluating rockville united vietnam washington,"ROCKVILLE, Md. (AP) дуо A decision to fly the flags of all United Nations member countries in a Maryland city has led to public outcry.	Rockville officials decided to fly the flags of all 193 member countries on its downtown light poles to affirm the"
6/26/17 11:45,Minneapolis Launches Controversial думHate Crimeдуќ Hotline,americanexperiment.org,Saint Anthony Village,MN,https://www.americanexperiment.org/2017/06/minneapolis-launches-controversial-hate-crime-hotline/,,
6/26/17 11:47,"White Nationalists Storm South Florida Racial Justice Seminar, Horrify Participants",Miami New Times,Miami,FL,http://www.miaminewtimes.com/news/white-nationalist-group-identity-evropa-disrupts-south-florida-racial-equality-seminar-in-wilton-manors-9448318,damigo evropa florida identity justice lutze manors racial segu seminar south supremacists supremacy white wilton damigo evropa florida identity justice lutze manors racial segu seminar south supremacists supremacy white wilton,"By Jerry Iannelli	Lutze Segu, a black civil rights advocate, thought she had chosen a safe location Saturday for her seminar on ending white supremacy. Segu, who holds similar meetings around South Florida, gathered a group of activists at the Stonewall"
6/26/17 12:30,Man's Racist Snapchat Story Targets Sleeping Sikh On Plane Flight,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/sikh-snapchat-racist_us_595146e5e4b0da2c731d74e8?section=us_religion,9uhovh4f6e antonio indianapolis jeet plane posterity racist sikh simran singh sleeping snapchat texas trinity twitter university worshipper,By David Moye	Sleeping on a plane is hard enough. It's worse when a fellow passenger mocks you on Snapchat the whole time and suggests you're a terrorist.	That's what a Sikh worshipper en route to Indianapolis had to endure last week. Screenshots of the
6/26/17 13:48,Sweden Follows Canada to Make 'Anti-Transgender' Speech a Hate Crime,Christian Post,,,http://www.christianpost.com/news/sweden-follows-canada-to-make-anti-transgender-speech-a-hate-crime-189593/,bill breitbart canada crime gender gunnarson hate identity johansson justice morgan senate speech sweden transgender,"By Anugrah Kumar Jun 26, 2017 | 4:53 PM	Weeks after Canada's Senate passed a law against the use of wrong gender pronouns allowing violators to be charged with hate crimes, the Swedish government says it is also considering including ""gender expression"
6/26/17 18:40,Police Report Contradicts 'Hate Crime' Narrative In Milwaukee Attack On Muslim Woman,The Daily Caller,Washington,DC,http://dailycaller.com/2017/06/26/police-report-contradicts-hate-crime-narrative-in-milwaukee-attack-on-muslim-woman/,ahmad american attack crime hate hijab islamic milwaukee muslim palestinian police redacted society thedc woman ahmad american attack crime hate hijab islamic milwaukee muslim palestinian police redacted society thedc woman ahmad american attack crime hate hijab islamic milwaukee muslim palestinian police redacted society thedc woman,"A Muslim woman who was attacked by a stranger in Milwaukee in April told police that she did not believe that she was targeted because of her religion, a statement which is at odds with how her story was portrayed in the media by local and national Muslim"
6/26/17 19:48,Right-Wing 'News' Sites Distract From Nightmare Trumpcare With Scary Fairy Tales Of Freedom Lost,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/right-wing-news-sites-distract-from-nightmare-trumpcare_us_59526e98e4b0f078efd984e3,bill caller canada carlson conforming daily discrimination gender hate identity law pronoun pronouns religion transgender trump wrong bill caller canada carlson conforming daily discrimination gender hate identity law pronoun pronouns religion transgender trump wrong,"Do you know people who like to watch horror movies? It's puzzling why people want to have the bejeezus scared out of them, but to each his own. When it comes to politics, however, fear is a useful thing. In fact, there's no better way to divert the"
6/26/17 20:11,"After a hate crime, a summer to regroup",Laredo Morning Times,Laredo,TX,http://www.lmtonline.com/news/article/After-a-hate-crime-a-summer-to-regroup-11248921.php,aka american bananas burwell campus dumpson google missouri noose president students taylor university washington,"WASHINGTON - There is so much to Taylor Dumpson. She is a law and society major at American University, originally from a small community. She has her sights set on law school, and has dreams of one day opening a nonprofit community center, kind of like a"
6/27/17 2:46,Islamophobia Victim Actually Attacked Over Lesbian Daughter,FrontPage Magazine,Los Angeles,CA,http://www.frontpagemag.com/point/267115/islamophobia-victim-actually-attacked-over-lesbian-daniel-greenfield,ahmad american attack coalition crime daughter hate islamic islamophobia lesbian milwaukee munjed muslim simplistic woman women,"думIn this attack of the Muslim woman, we know of no evidence that would indicate that this attack was anything but a hate crime,дуќ Munjed Ahmad, a lawyer for the woman and board member of American Muslims for Palestine, claimed at a press conference"
6/27/17 2:56,More Than 100 Federal Law Enforcement Agencies Fail to Report Hate Crimes to the FBI,Mother Jones,San Francisco,CA,http://www.motherjones.com/politics/2017/06/more-than-100-federal-law-enforcement-agencies-fail-to-report-hate-crimes-to-the-fbi/,agencies blasher crime crimes database enforcement fbi federal hate information justice muslim propublica agencies blasher crime crimes database enforcement fbi federal hate information justice muslim propublica agencies blasher crime crimes database enforcement fbi federal hate information justice muslim propublica,"There was a 67 percent surge in hate crimes targeting Muslims in 2015дуоand that's just what was reported.	In violation of a long-standing legal mandate, scores of federal law enforcement agencies are failing to submit statistics to the FBI's national"
6/27/17 4:15,Kentucky To Get More Discriminatory On The 29th,pageonekentucky.com,Nicholasville,KY,http://pageonekentucky.com/2017/06/27/kentucky-to-get-more-discriminatory-on-the-29th/,,
6/27/17 9:07,Nets Ignore Guidestar 'Hate Group' Controversy,NewsBusters,,,http://www.newsbusters.org/blogs/business/aly-nielsen/2017/06/27/nets-ignore-guidestar-hate-group-controversy,american corkins designations family frc group guidestar hate law nonprofit nonprofits poverty press research splc tags times american corkins designations family frc group guidestar hate law nonprofit nonprofits poverty press research splc tags times,"By Aly Nielsen | June 27, 2017 12:16 PM EDT	The broadcast networks routinely cover so-called думhateдуќ crimes, but when conservative nonprofits were smeared as hate groups, they said nothing.	The Associated Press (AP) reported on June 8,"
6/27/17 9:18,"Man Charged With Killing Muslim Teenager Entered United States Illegally, Authorities Say",AppsforPCdaily,,,http://appsforpcdaily.com/2017/06/man-charged-with-killing-muslim-teenager-entered-united/,adams area crime fatema fox hassanen hassenan hate islamic killed mclean muslim nabra religion sarver thepetitionsite virginian,"The center was so full that the service overflowed into the parking lot in the 80 degree heat.	Others have shared that view on social media.	Lamia Sarver of McLean does not usually attend the ADAMS mosque, but said she wants to support the Hassanen"
6/27/17 9:18,Move to end hate crime on public transport in Edinburgh,BBC News,,,http://www.bbc.com/news/uk-scotland-edinburgh-east-fife-40417193,charter city crime edinburgh hate humza macinnes reassures scotland transport travel yousaf,"A bid to end hate crime on public transport in Edinburgh has been launched.	The ""drive hate out"" campaign is designed to give victims and witnesses more confidence in reporting crime.	A charter for public transport reassures the travelling public reports"
6/27/17 9:28,Attacker spewing anti-gay slurs punches man using walker with LGBT sticker at Manhattan bus stop,New York Daily News,New York,NY,http://www.nydailynews.com/new-york/nyc-crime/attacker-spewing-anti-gay-slurs-punches-man-manhattan-bus-stop-article-1.3281663,attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker attacker bus crimes force gay hate lgbt manhattan punched rode sixth slurs sticker task victims walker,"BY Rocco Parascandola	A 44-year-old gay man who gets around with a walker was punched out at a Manhattan bus stop by an attacker who derided him with slurs, police sources said Tuesday.	The victim is openly gay and has on his walker a sticker proclaiming"
6/27/17 9:30,Crown Heights 'Mitzvah Bus' Torched In Possible Hate Crime; Rally Planned For 3:30PM Tuesday,Yeshiva World News,New York,NY,https://www.theyeshivaworld.com/news/general/1304921/crown-heights-mitzvah-bus-torched-possible-hate-crime-rally-planned-330pm-tuesday.html,benny bus crown friedman hate heights jewish leviticus maple mitzvah schieber torched troy,"Police are investigating anti-Semitism as the cause of a fire on board a mini school bus in Crown Heights, Brooklyn.	The converted mini-yellow school is owned by Jewish artist Leviticus Schieber, and was painted over with Jewish imagery, including a Torah"
6/27/17 9:52,"Burned Quran, cut up pages left outside California mosques",kfor.com,Oklahoma City,OK,http://kfor.com/2017/06/27/burned-quran-cut-up-pages-left-outside-california-mosques/,bacon california center crime davis elkarra hate intimidation islamic kvor north police quran ramadan sacramento bacon california center crime davis elkarra hate intimidation islamic kvor north police quran ramadan sacramento bacon california center crime davis elkarra hate intimidation islamic kvor north police quran ramadan sacramento bacon california center crime davis elkarra hate intimidation islamic kvor north police quran ramadan sacramento bacon california center crime davis elkarra hate intimidation islamic kvor north police quran ramadan sacramento bacon california center crime davis elkarra hate intimidation islamic kvor north police quran ramadan sacramento,"Two Islamic centers in Northern California were the sites of possible hate crimes during the last days of Ramadan, law enforcement officials said.	A burned Quran filled with bacon was found outside a Sacramento mosque Saturday, the Sacramento County"
6/27/17 10:37,Facebook deletes 66K posts a week in anti-hate crackdown,kjrh.com,Tulsa,OK,http://www.kjrh.com/news/national/facebook-deletes-66k-posts-a-week-in-anti-hate-crackdown,66k allan california deleted deletes extremism facebook google hate menlo mistakes park posts richard speech tamping vice_president youtube 66k allan california deleted deletes extremism facebook google hate menlo mistakes park posts richard speech tamping vice_president youtube 66k allan california deleted deletes extremism facebook google hate menlo mistakes park posts richard speech tamping vice_president youtube 66k allan california deleted deletes extremism facebook google hate menlo mistakes park posts richard speech tamping vice_president youtube,"AP	Facebook said Tuesday that it deleted about 66,000 posts a week in the last two months as the social media giant cracks down on what it deems to be hate speech.	The company said in a blog post that deleting posts can ""feel like censorship,"" but that it"
6/27/17 11:00,Police Probe Torching Of Jewish Art Bus As Possible Hate Crime,Forward,New York,NY,http://forward.com/news/breaking-news/375725/police-probe-torching-of-jewish-art-bus-as-possible-hate-crime/,boys bus crown fire forward hate heights jewish lev maple orthodox scheiber torching troy vehicle williamsburg boys bus crown fire forward hate heights jewish lev maple orthodox scheiber torching troy vehicle williamsburg boys bus crown fire forward hate heights jewish lev maple orthodox scheiber torching troy vehicle williamsburg boys bus crown fire forward hate heights jewish lev maple orthodox scheiber torching troy vehicle williamsburg boys bus crown fire forward hate heights jewish lev maple orthodox scheiber torching troy vehicle williamsburg boys bus crown fire forward hate heights jewish lev maple orthodox scheiber torching troy vehicle williamsburg,"думIt has been determined that the fire was intentionally set,дуќ a police statement read, calling the vehicle a думJewish busдуќ decorated in думJewish art.дуќ	The bus was parked near the intersection of Maple Street and Troy Ave., on the edge of Crown"
6/27/17 11:22,Reports of Discrimination Against Muslims Rise in Chicago,Chicago Tonight | WTTW,Chicago,Illinois,http://chicagotonight.wttw.com/2017/06/27/reports-discrimination-against-muslims-rise-chicago,american cair chicago courtesy discrimination hoda islamic katebi muslim oklahoma relations sohel sufyan american cair chicago courtesy discrimination hoda islamic katebi muslim oklahoma relations sohel sufyan american cair chicago courtesy discrimination hoda islamic katebi muslim oklahoma relations sohel sufyan,"Hoda Katebi of CAIR Chicago speaks during a press conference. (Courtesy of Council on American Islamic Relations)	So far this year, the Chicago Council on American Islamic Relations has received about 400 complaints of discrimination against"
6/27/17 11:34,Address hate crimes to really bring country together,Delmarva Daily Times,,MD,http://www.delmarvanow.com/story/opinion/readers/2017/06/27/address-hate-crimes-really-bring-country-together/432749001/,1051 975 american authenticated carol credo crimes daily divided donald frazier hate indivisible jewish lunatic one republican secondly times 1051 975 american authenticated carol credo crimes daily divided donald frazier hate indivisible jewish lunatic one republican secondly times 1051 975 american authenticated carol credo crimes daily divided donald frazier hate indivisible jewish lunatic one republican secondly times,"I would like to comment on Carol Frazier's column in Sunday's Daily Times titled ""Divided country serves no one well"".	While I agree with her title, I would like to point out that she cites a single act of violence by a lone gunman against a group of"
6/27/17 11:59,Federal agencies routinely fail to report hate crimes to the FBIдуоincluding the FBI itself,Daily Kos,Berkeley,CA,https://www.dailykos.com/story/2017/6/27/1675746/-Federal-agencies-routinely-fail-to-report-hate-crimes-to-the-FBI-including-the-FBI-itself,agencies blasher crime crimes database donald enforcement fbi federal hate law orlando police pulse statistics trump,"By Kelly Macias	More than 100 federal agencies are failing to report statistics on hate crimes, like the Pulse shooting in Orlando, to the FBIдуоincluding the FBI itself.	In a country where hate crimes are on the rise, partly due to the xenophobic"
6/27/17 14:00,"DC memorial for slain Muslim teen was set on fire, officials say",Normangee Star,Normangee,TX,http://normangeestar.net/2017/06/27/dc-memorial-for-slain-muslim-teen-was-set-on-fire-officials-say/,alsalti crime darwin fairfax fire hassanen hate martinez muslim nabra police sterling torres alsalti crime darwin fairfax fire hassanen hate martinez muslim nabra police sterling torres,"According to the Fairfax County Police Department, detectives believe 22-year-old Darwin Martinez Torres came upon the teens while he was driving.	(Mohammad Alsalti via AP). Nabra's body was found later on Sunday in a Sterling pond.	Police say they are"
6/27/17 15:18,Dead animal left on New Haven family's porch: investigated as ra - ABC21: Your Weather Authority,wpta21.com,Grabill,IN,http://www.wpta21.com/story/35763050/dead-animal-left-on-new-haven-familys-porch-investigated-as-racially-motivated-act,,
6/27/17 15:34,KKK vandalism being investigated as hate crime,ABC 12 News,,,http://www.abc12.com/content/news/KKK-vandalism-on-home-being-investigated-as-hate-crime-431173223.html,burton chief embarrassing gaynell kkk larry neighborhood osterholzer paint police richardson richardsons siding wjrt burton chief embarrassing gaynell kkk larry neighborhood osterholzer paint police richardson richardsons siding wjrt,"By Ann Pierret |	BURTON (WJRT) - (06/27/17) - ""Very embarrassing, I mean to wake up in the morning to see something like this going on,"" Gaynell Richardson said.	The Richardsons have lived in their quiet, well-kept Burton neighborhood for 13 years with no"
6/27/17 15:41,KKK' vandalism being investigated as hate crime,KEVN Black Hills Fox,Rapid City,South Dakota,http://www.blackhillsfox.com/content/news/KKK-vandalism-being-investigated-as-hate-crime-431352913.html,abc12 burton chief embarrassing gaynell kkk larry michigan neighborhood osterholzer police richardson richardsons siding,"By Ann Pierret |	BURTON, Mich. (WJRT) -- ""Very embarrassing, I mean to wake up in the morning to see something like this going on,"" Gaynell Richardson said.	The Richardsons have lived in their quiet, well-kept Burton, Michigan neighborhood for 13 years"
6/27/17 17:33,Crown Heights 'Mitzvah Bus' Torched in Hate Crime,http://hamodia.com,,,http://hamodia.com/2017/06/27/crown-heights-mitzvah-bus-torched-hate-crime/,anochi brooklyn bus crown east hamilton hate heights jewish lev leviticus mitzvah scheiber torched,"By Yochonon Donn	CROWN HEIGHTS - Members of Brooklyn's Orthodox community rallied Tuesday afternoon in support of Lev Scheiber, the owner of the iconic Mitzvah Bus which was torched in the early hours of Monday morning as it was parked in East Flatbush."
6/27/17 17:56,UMD Police are investigating plastic wrap resembling noose found near campus,The Diamondback,,,http://www.dbknews.com/2017/06/28/umd-police-plastic-wrap-noose-hate-bias-incident/,campus fraternity knotted maryland noose p8bjjqoxwf plastic police resembling route row trash twitter umd wrap,"By Christine Condon	University of Maryland police are investigating a knotted piece of plastic wrap resembling a noose found in the 7500 block of Route 1, near Fraternity Row.	The wrap was found lying on the ground Tuesday, and reported to university"
6/27/17 17:56,Jewish kids 'devastated' after minibus torched in possible hate crime,New York Post,New York,NY,http://nypost.com/2017/06/27/jewish-minibus-torched-in-possible-hate-crime-kids-devastated/,alliance behrman brooklyn bus crowns fqyznw7pkl heights jewish leviticus minibus mitzvah neighborood post rabbi schieber alliance behrman brooklyn bus crowns fqyznw7pkl heights jewish leviticus minibus mitzvah neighborood post rabbi schieber alliance behrman brooklyn bus crowns fqyznw7pkl heights jewish leviticus minibus mitzvah neighborood post rabbi schieber,By Chris Perez	Examining remains of Leviticus bus. Famed neighborood bus with iconic Jewish imagery. pic.twitter.com/FqYZnw7pkL	The torching of a multicolored думmitzvahдуќ minibus in Brooklyn has left local kids думdevastatedдуќ дуо with some staying up
6/27/17 19:03,думI am going to die today for sure!дуќ Police say думno evidenceдуќ attack of Muslim woman was hate crime,fox6now.com,Milwaukee,WI,http://fox6now.com/2017/06/27/i-am-going-to-die-today-for-sure-police-say-no-evidence-attack-of-muslim-woman-was-hate-crime/,attack caller crime daily daughter evidence hate islamic layton milwaukee muslim police religious society victims woman attack caller crime daily daughter evidence hate islamic layton milwaukee muslim police religious society victims woman,"MILWAUKEE -- More than two months after a Muslim woman was attacked on Milwaukee's south side, police say there is no reason to believe she was targeted due to her faith, and there's no evidence of a hate crime. However, religious leaders aren't"
6/27/17 21:07,Navy Veteran victim of hate crime in downtown Omaha,KMTV - 3 News Now,,,http://www.3newsnow.com/news/local-news/navy-veteran-victim-of-hate-crime-in-downtown-omaha,air base car card delante fahey force mike navy offutt side swastika symbol veterans vinson window air base car card delante fahey force mike navy offutt side swastika symbol veterans vinson window air base car card delante fahey force mike navy offutt side swastika symbol veterans vinson window air base car card delante fahey force mike navy offutt side swastika symbol veterans vinson window,"A Navy Veteran had his car window smashed and was left a disturbing calling card on his car over the weekend.	26-year-old Delante Vinson, who currently works at Offutt Air Force Base, was out with a friend Saturday night. He left his car parked at a meter"
6/28/17 0:07,"Hate crime doesn't warrant police investigation, separate charge",Triad City Beat,Greensboro,NORTH CAROLINA,https://triad-city-beat.com/hate-crime-doesnt-warrant-police-investigation-separate-charge/,africa brothers chris crime green hate hoover jordan levin littlefield misdemeanor rosalind tcb tyler,"Rosalind Hoover reported that her white neighbors subjected her to racial threats. (photo by Jordan Green	A hate crime is not always prosecuted as such, as Rosalind Hoover's experience shows. And in her case, the allegations of racial threats of violence"
6/28/17 4:15,Even The Gays Can Be Insufferably Dumb,pageonekentucky.com,Nicholasville,KY,http://pageonekentucky.com/2017/06/28/even-the-gays-can-be-insufferably-dumb/,,
6/28/17 4:17,Sweden considers adding 'gender identity' to hate crime law,The Christian Times,New York,New York,http://www.christiantimes.com/article/sweden-considers-adding-gender-identity-to-hate-crime-law/72408.htm,agency crime expression gender gow hate identity jessica johansson justice legislation migration morgan pronouns stockholm sweden agency crime expression gender gow hate identity jessica johansson justice legislation migration morgan pronouns stockholm sweden agency crime expression gender gow hate identity jessica johansson justice legislation migration morgan pronouns stockholm sweden,"(Reuters/Jessica Gow/TT News Agency)Sweden's Minister for Justice and Migration Morgan Johansson speaks during a presser at the Swedish government headquarters in Stockholm, Sweden, November 5, 2015.	The Swedish government has recently announced that it"
6/28/17 4:19,South Memphis teen attacked in possible hate crime,wreg.com,Memphis,TN,http://wreg.com/2017/06/28/south-memphis-teen-attacked-in-possible-hate-crime/,901 crime grape guardian hamilton hate highschool memphis orleans parkway police south teen valero victims 901 crime grape guardian hamilton hate highschool memphis orleans parkway police south teen valero victims,"MEMPHIS, Tenn. -- A South Memphis teen was attacked in what he says was a possible hate crime.	According to police records, the victim and his guardian were walking to the Valero gas station on South Parkway Sunday when someone started making homophobic"
6/28/17 5:45,Phoenix Hate Crime Statistics Misleading,mylocalnews.us,Paradise Valley,AZ,https://mylocalnews.us/phoenix-hate-crime-statistics-misleading/,,
6/28/17 6:51,Bike vandalism at Islamic Center called hate crime,Davis Enterprise,Davis,CA,http://www.davisenterprise.com/local-news/bike-vandalism-at-islamic-center-called-hate-crime/,747 annur davis hate islamic lauren laurenkeene lkeene masjid police quran russell sacramento vandalism waltz,"By Lauren Keene From page A1 | June 28, 2017	On Monday, the Davis Police Department was informed that a bicycle parked at the Russell Boulevard mosque had its tires slashed sometime between 1 and 1:30 pm Saturday.	думWe're following up on it, trying to"
6/28/17 8:00,Hate Crime! Vile Thug Destroys Ten Commandments Monument,FOX News Radio,New York,NY,https://radio.foxnews.com/2017/06/28/hate-crime-vile-thug-destroys-ten-commandments-monument/,act american arkansas commandments destroys hatred law michael monument oklahoma rapert reed tate ten thug violence act american arkansas commandments destroys hatred law michael monument oklahoma rapert reed tate ten thug violence act american arkansas commandments destroys hatred law michael monument oklahoma rapert reed tate ten thug violence act american arkansas commandments destroys hatred law michael monument oklahoma rapert reed tate ten thug violence act american arkansas commandments destroys hatred law michael monument oklahoma rapert reed tate ten thug violence act american arkansas commandments destroys hatred law michael monument oklahoma rapert reed tate ten thug violence act american arkansas commandments destroys hatred law michael monument oklahoma rapert reed tate ten thug violence act american arkansas commandments destroys hatred law michael monument oklahoma rapert reed tate ten thug violence act american arkansas commandments destroys hatred law michael monument oklahoma rapert reed tate ten thug violence,"By Todd Starnes/Twitter	Police say Michael Tate Reed was taken into custody after he plowed his vehicle into the $26,000 monument - toppling the historical and moral foundation of American law.	Reed was also arrested 2014 in connection with a similar"
6/28/17 9:30,KKK painted on Burton home leads to hate crime investigation,MLive.com,Flint,MI,http://www.mlive.com/news/flint/index.ssf/2017/06/kkk_painted_on_side_of_burton.html,acosta adler burton demolition flint gaynell kkk larry mlive police richardson salita shields shobox wbc,"Burton police are investigating after an unknown person or persons painted KKK and an expletive on the side of a home.( Roberto Acosta | MLive.com )	By Roberto Acosta	BURTON, MI - Gaynell Richardson's eyes welled with tears and her voice shook as she"
6/28/17 10:03,Starnes: Hate Crime! Vile Thug Destroys Ten Commandments Monument,Fox News,,,http://nation.foxnews.com/2017/06/28/starnes-hate-crime-vile-thug-destroys-ten-commandments-monument,american arkansas capitol commandments destroys michael monument oklahoma rapert reed starnes state tate ten toppling,"AP Photo/Jill Zeman Bleed	By Todd Starnes	A Ten Commandments monument on the grounds of the Arkansas state capitol has been destroyed less than 24 hours after it was erected.	The suspect, Michael Tate Reed, was taken into custody after he plowed his"
6/28/17 11:33,Driver Smashes State Capitol's Ten Commandments Monument Hours After It's Erected: Cops,Inside Edition,New York,NY,http://www.insideedition.com/headlines/24191-driver-smashes-state-capitols-ten-commandments-monument-hours-after-its-erected-cops,arkansas buren capitol commandments defacing destruction erected michael monument police reed rock shattered smashes statue tate ten,"by Inside Edition 2:36 PM EDT, June 28, 2017	Less than a day after it was erected on the grounds of the Arkansas state Capitol, a controversial Ten Commandments monument was destroyed.	Police in Little Rock say Michael Tate Reed of Van Buren, drove a"
6/28/17 12:41,Attacker spewing anti-gay slurs accused of punching disabled man with LGBT sticker on walker,New York's PIX11 / WPIX-TV,New York City,New York,http://pix11.com/2017/06/28/attacker-spewing-anti-gay-slurs-accused-of-punching-disabled-man-with-lgbt-sticker-on-walker/,attacker chelsea disabled gay lgbt nypd punched sixth slurs spewing sticker walker west,"CHELSEA дуо A disabled man with a LGBT sticker on his walker was punched by another man who was spewing anti-gay slurs at him in Chelsea on Monday in an incident that is being investigated as a hate crime, the NYPD said.	Police say the 44-year-old victim"
6/28/17 12:52,Narrative On Killing Of Muslim Girl Crumbles As New Details Emerge Of Alleged Killer,The Daily Caller,Washington,DC,http://dailycaller.com/2017/06/28/narrative-on-killing-of-muslim-girl-crumbles-as-new-details-emerge-of-alleged-killer/,caller crime daily dvorak hassanen hate killed murder muslim nabra salvador torres vox wapo caller crime daily dvorak hassanen hate killed murder muslim nabra salvador torres vox wapo,"In the aftermath of the brutal beating and death of a teenage Muslim girl in Virginia, liberal activists and some civil rights organizations rushed to frame the killing as a hate crime.	Many said that Nabra Mohmod Hassanen's killer was obviously motivated"
