Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
5/2/17 8:20,Official says Justice will aggressively pursue hate crimes,SCNow,"Florence, Myrtle Beach",South Carolina,http://www.scnow.com/news/politics/wire/article_01dafd72-6a6d-5d12-b772-ed6b88a6ec38.html,anti attorney bias crime crimes democratic general hate jewish justice muslim religious rise sessions treene trump vandalism anti attorney bias crime crimes democratic general hate jewish justice muslim religious rise sessions treene trump vandalism anti attorney bias crime crimes democratic general hate jewish justice muslim religious rise sessions treene trump vandalism,"By SADIE GURMAN AP	WASHINGTON (AP) дуо Attorney General Jeff Sessions is committed to prosecuting those who commit religious hate crimes, a Justice Department official said Tuesday as Democratic senators questioned whether the Trump administration's"
5/2/17 8:23,"Official says Justice will aggressively pursue hate crimes - WGEM.com: Quincy News, Weather, Sports, and Radio",WGEM,Quincy,Illinois,http://www.wgem.com/story/35312649/civil-rights-leaders-to-testify-on-spike-in-hate-crimes,anti austin civil crimes gop hate house inquest jewish justice religious republican shooting slager texas treene university wounding york,"Police still aren't sure what prompted a University of Texas student to go on a stabbing rampage on the Austin campus, killing one person and seriously wounding three others.	Police still aren't sure what prompted a University of Texas student to go on a"
5/2/17 8:26,"Official says Justice will aggressively pursue hate crimes - Spokane, North Idaho News & Weather KHQ.com",KHQ Right Now,Spokane,WA,http://www.khq.com/story/35312649/official-says-justice-will-aggressively-pursue-hate-crimes,anti attorney bias crime crimes democratic general hate jewish justice muslim religious rise sessions treene trump vandalism,"By SADIE GURMAN	AP	WASHINGTON (AP) - Attorney General Jeff Sessions is committed to prosecuting those who commit religious hate crimes, a Justice Department official said Tuesday as Democratic senators questioned whether the Trump administration's"
5/2/17 8:29,"Official says Justice will aggressively pursue hate crimes - ABC6 - Providence, RI and New Bedford, MA News, Weather",WLNE-TV (ABC6),Providence,RI,http://www.abc6.com/story/35312649/official-says-justice-will-aggressively-pursue-hate-crimes,anti attorney bias brinksmanship congress crime crimes hate jewish justice religious sessions treene trump vandalism whitehouse,"Entertainment news from the AP	AP National News VideoMore>>	Many of the players have changed in Congress and the White House, but the same gridlock and partisan brinksmanship of the past eight years have lawmakers scrambling to avoid a government shutdown"
5/2/17 8:45,The Latest: Justice says better data needed on hate crimes,Fox News,,,http://www.foxnews.com/us/2017/05/02/latest-justice-says-better-data-needed-on-hate-crimes.html,commission counsel crimes department discrimination enforcement fbi hate judiciary justice latest problems religious senate treene commission counsel crimes department discrimination enforcement fbi hate judiciary justice latest problems religious senate treene commission counsel crimes department discrimination enforcement fbi hate judiciary justice latest problems religious senate treene commission counsel crimes department discrimination enforcement fbi hate judiciary justice latest problems religious senate treene commission counsel crimes department discrimination enforcement fbi hate judiciary justice latest problems religious senate treene,"WASHINGTON дус The Latest on a Senate hearing on religious hate crimes (all times local):	ADVERTISEMENT	11:45 am	A Justice Department official says better data on religious hate crimes is needed to fully address the problem.	Eric Treene, the department's"
5/2/17 8:56,DOJ to hold summit on hate crimes,Washington Examiner,Washington,D.C.,http://www.washingtonexaminer.com/doj-to-hold-summit-on-hate-crimes/article/2621877,carolyn commission crime crimes doj hate kaster photo religious senate summit treene united violent carolyn commission crime crimes doj hate kaster photo religious senate summit treene united violent carolyn commission crime crimes doj hate kaster photo religious senate summit treene united violent carolyn commission crime crimes doj hate kaster photo religious senate summit treene united violent,"Treene told the Senate committee that hate crimes make up roughly four percent of all violent crime in the United States. (AP Photo/Carolyn Kaster)	The Department of Justice will hold a summit on violent crime next month, including one to specifically"
5/2/17 8:58,The Latest: Justice says better data needed on hate crimes - KATC.com | Continuous News Coverage | Acadiana-Lafayette,KATC Lafayette News,Lafayette,LA,http://www.katc.com/story/35317677/the-latest-justice-says-better-data-needed-on-hate-crimes,capitol carolyn commission grassley hate hill judiciary justice kaster photo religious senate treene washington capitol carolyn commission grassley hate hill judiciary justice kaster photo religious senate treene washington,"(AP Photo/Carolyn Kaster). Eric Treene, Special Counsel For Religious Discrimination, Civil Rights Division of the Justice Department, testifies on Capitol Hill in Washington, Tuesday, May 2, 2017, before a Senate Judiciary Committee hearing on respons..."
5/2/17 9:02,The Latest: Justice says better data needed on hate crimes - KSBY.com | San Luis Obispo and Santa Barbara Area News,KSBY San Luis Obispo News,San Luis Obispo,CA,http://www.ksby.com/story/35317677/the-latest-justice-says-better-data-needed-on-hate-crimes,capitol carolyn commission grassley hate hill judiciary justice kaster photo religious senate treene washington,"(AP Photo/Carolyn Kaster). Eric Treene, Special Counsel For Religious Discrimination, Civil Rights Division of the Justice Department, testifies on Capitol Hill in Washington, Tuesday, May 2, 2017, before a Senate Judiciary Committee hearing on respons..."
5/2/17 9:07,Civil rights leaders will testify before Congress on the recent spike in hate crimes,Business Insider,New York,NY,http://www.businessinsider.com/ap-civil-rights-leaders-to-testify-on-spike-in-hate-crimes-2017-5,anti chicago civil crimes fernwood getty hacker hate illinois images jewish justice southside testify treene anti chicago civil crimes fernwood getty hacker hate illinois images jewish justice southside testify treene anti chicago civil crimes fernwood getty hacker hate illinois images jewish justice southside testify treene anti chicago civil crimes fernwood getty hacker hate illinois images jewish justice southside testify treene,"AP	Police investigate the scene of a quadruple homicide on the city's Southside on December 17, 2016 in Chicago, Illinois. Three people were found shot to death inside a home in the Fernwood neighborhood, another 2 were found shot outside the home, one of"
5/2/17 9:30,Lawmakers Assess Spike in Religious Hate Crimes,Salamanca Press,Salamanca,NY,http://www.salamancapress.com/lawmakers-assess-spike-in-religious-hate-crimes/youtube_0499f735-2bc2-5a33-9f43-87ab60149d63.html,1846 associatedpress commission crimes hate jewish judiciary justice muslim newsgathering press religious senate smarturl spike universe uploads,The Senate Judiciary Committee heard from a Justice Department official Tuesday on ways to address a spike in religious hate crimes. It comes after a wave of bomb threats against Jewish community centers and a rise in anti-Muslim hate crimes. (May 2)	The
5/2/17 9:52,State Police investigate possible hate crime in Burlington,WTNH Connecticut News,New Haven,CT,http://wtnh.com/2017/05/02/state-police-investigate-possible-hate-crime-in-burlington/,burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh burlington car conn crime hate investigation main mischief police south state vandalism wtnh,"By Jon Rosen, News 8 Producer Published: May 2, 2017, 12:53 pm	BURLINGTON, Conn (WTNH) дус State Police are looking into whether the vandalism of a car in Burlington was actually a hate crime.	According to investigators, the incident occurred on Sunday,"
5/2/17 9:56,Classes resume at Minnesota college after administration agrees to address race issues,Washington Post,Washington,DC,https://www.washingtonpost.com/news/grade-point/wp/2017/05/02/classes-resume-after-student-protesters-reach-agreement-with-minnesota-college-on-race-issues/,acts anderson campus change collective college david hill minnesota northfield olaf president racial racism racist students vanderveen acts anderson campus change collective college david hill minnesota northfield olaf president racial racism racist students vanderveen acts anderson campus change collective college david hill minnesota northfield olaf president racial racism racist students vanderveen acts anderson campus change collective college david hill minnesota northfield olaf president racial racism racist students vanderveen acts anderson campus change collective college david hill minnesota northfield olaf president racial racism racist students vanderveen,"Following days of demonstrations against hate speech at a liberal arts college in Minnesota, the school administration and protesters have reached a common ground.	St. Olaf College President David Anderson sent an email to students late Monday stating"
5/2/17 12:42,"University police issue $1,000 reward in hate crime case",Seymour Tribune,Seymour,Indiana,http://www.tribtown.com/2017/05/02/us-university-campus-bananas-nooses-2/,2ouql9s aka alpha bananas dumpson government hate kappa nooses reward students suspect taylor tweeted university wrc,"WASHINGTON дуо A college campus' police department is offering a $1,000 reward for information in what they're calling a думracially motivated hate crimeдуќ and releasing video of a suspect.	American University's police department tweeted Tuesday they're"
5/2/17 13:37,Man convicted in fatal Wayne Community College shooting,WRAL.com,Raleigh,NC,http://www.wral.com/wayne-community-college-shooting-investigated-as-hate-crime/16678583/,college community convicting facebook goldsboro iii kenneth lane morgan motorcycle print ron shooting shop stancil volusia wayne college community convicting facebook goldsboro iii kenneth lane morgan motorcycle print ron shooting shop stancil volusia wayne college community convicting facebook goldsboro iii kenneth lane morgan motorcycle print ron shooting shop stancil volusia wayne college community convicting facebook goldsboro iii kenneth lane morgan motorcycle print ron shooting shop stancil volusia wayne college community convicting facebook goldsboro iii kenneth lane morgan motorcycle print ron shooting shop stancil volusia wayne,"Goldsboro, NC дуо A white supremacist was sentenced Tuesday to life in prison without parole for gunning down a print shop operator at Wayne Community College two years ago.	Jurors deliberated for about 90 minutes before convicting Kenneth Morgan Stancil"
5/2/17 13:43,Man who firebombed cafe says he can't afford to pay damages,Mankato Free Press,Mankato,MN,http://www.mankatofreepress.com/region/man-who-firebombed-cafe-says-he-can-t-afford-to/article_cb701761-ad7e-5143-a8f5-349a1924902e.html,cafe coffee east erickson fire firebombed firebombing forks grand gust house minnesota north_dakota prison prosectuors somalia cafe coffee east erickson fire firebombed firebombing forks grand gust house minnesota north_dakota prison prosectuors somalia,"By DAVE KOLPACK AP	FARGO, ND (AP) дуо A Minnesota man who pleaded guilty to a federal hate crime for firebombing a Somali restaurant in North Dakota is fighting the amount of money he has been told to repay.	Matthew Gust, of East Grand Forks, Minnesota,"
5/2/17 14:00,Texas police chief: More solid hate crime data needed - KRISTV.com | Continuous News Coverage | Corpus Christi,KRIS Corpus Christi News,Corpus Christi,TX,http://www.kristv.com/story/35322845/texas-police-chief-more-solid-hate-crime-data-needed,agencies arlington classify commission crime crimes fbi figures hate johnson judiciary kristv north senate texas undercount agencies arlington classify commission crime crimes fbi figures hate johnson judiciary kristv north senate texas undercount agencies arlington classify commission crime crimes fbi figures hate johnson judiciary kristv north senate texas undercount,"WASHINGTON (AP) - A North Texas police chief says a lack of solid data on hate crimes is one of the greatest barriers to fighting the problem.	Will Johnson, the police chief in Arlington, Texas, told a congressional panel that both law enforcement"
5/2/17 14:00,Texas police chief: More solid hate crime data needed - KZTV10.com | Continuous News Coverage | Corpus Christi,KZTV Action 10 News,Corpus Christi,Texas,http://www.kztv10.com/story/35322845/texas-police-chief-more-solid-hate-crime-data-needed,agencies arlington classify commission crime crimes fbi figures hate johnson judiciary kztv10 north senate texas undercount agencies arlington classify commission crime crimes fbi figures hate johnson judiciary kztv10 north senate texas undercount agencies arlington classify commission crime crimes fbi figures hate johnson judiciary kztv10 north senate texas undercount agencies arlington classify commission crime crimes fbi figures hate johnson judiciary kztv10 north senate texas undercount,"WASHINGTON (AP) - A North Texas police chief says a lack of solid data on hate crimes is one of the greatest barriers to fighting the problem.	Will Johnson, the police chief in Arlington, Texas, told a congressional panel that both law enforcement"
5/2/17 14:00,Texas police chief: More solid hate crime data needed,KLTV,Tyler,TX,http://www.kltv.com/story/35322845/texas-police-chief-more-solid-hate-crime-data-needed,agencies arlington classify commission crime crimes enforcement fbi figures hate johnson judiciary north senate texas undercount agencies arlington classify commission crime crimes enforcement fbi figures hate johnson judiciary north senate texas undercount,"WASHINGTON (AP) - A North Texas police chief says a lack of solid data on hate crimes is one of the greatest barriers to fighting the problem.	Will Johnson, the police chief in Arlington, Texas, told a congressional panel that both law enforcement"
5/2/17 14:00,Arlington Police Chief: More Solid Hate Crime Data Needed,NBC 5 Dallas-Fort Worth,Dallas-Fort Worth,TX,http://www.nbcdfw.com/news/local/Arlington-Police-Chief-More-Solid-Hate-Crime-Data-Needed-421067353.html,,
5/2/17 15:02,Sikh Americans Hope To Reduce Hate Crimes With Ad Campaign,WEKU,Richmond,KY,http://weku.fm/post/sikh-americans-hope-reduce-hate-crimes-ad-campaign,american campaign cnn equality fox man national rajwant siegel sikh sikhism singh star turban unidentified values woman american campaign cnn equality fox man national rajwant siegel sikh sikhism singh star turban unidentified values woman,"Racial and religious profiling, school bullying, discrimination, hate crimes - those are all realities of being a Sikh in this country.	UNIDENTIFIED WOMAN #3: Because Sikh values are American values.	SIEGEL: This is from a new ad campaign called ""We Are"
5/2/17 17:22,Neo-Nazis Taping An Antifa Member To Box As Part Of Hate Crime Is A Misleading Image,Business 2 Community,West Chester,PA,http://www.business2community.com/us-news/neo-nazis-taping-antifa-member-box-part-hate-crime-misleading-image-01835438,antifa antifascist duct fifth human image inanimate instagram nazis neo rallitox snopes stickers tape zpm4vcvlqo antifa antifascist duct fifth human image inanimate instagram nazis neo rallitox snopes stickers tape zpm4vcvlqo,"A misleading image being shared on social media shows an anti-fascist protester duct-taped to an electrical box by allegedly by neo-Nazis. While the photograph does indeed show a person duct-taped to an electrical box, it was being shared out of context."
5/2/17 19:15,"Hatch, Feinstein introduce legislation to curb religious hate crimes",Utah Policy,,UT,http://utahpolicy.com/index.php/features/featured-articles/13094-hatch-feinstein-introduce-legislation-to-curb-religious-hate-crimes,act commission crimes feinstein hatch hate jewish judiciary members ranking religious religiously senate threats,"Senator Orrin Hatch (R-UT), the longest-serving member and former Chairman of the Senate Judiciary Committee, joined Dianne Feinstein (D-CA), the current ranking member of the Senate Judiciary Committee, in introducing the Protecting Religious Affiliated"
5/2/17 19:46,Witnesses of San Diego Mass Shooting Rampage Say Race Played a Role in Crime,NBC 7 San Diego,San Diego,CA,http://www.nbcsandiego.com/news/local/Friends-of-Mass-Shooting-Rampage-Victims-Share-Updates-on-Injured-421096153.html,ashley chief crime despondent diego hispanic mass matthews police race rampage shelley shooting witnesses zimmerman ashley chief crime despondent diego hispanic mass matthews police race rampage shelley shooting witnesses zimmerman ashley chief crime despondent diego hispanic mass matthews police race rampage shelley shooting witnesses zimmerman ashley chief crime despondent diego hispanic mass matthews police race rampage shelley shooting witnesses zimmerman ashley chief crime despondent diego hispanic mass matthews police race rampage shelley shooting witnesses zimmerman ashley chief crime despondent diego hispanic mass matthews police race rampage shelley shooting witnesses zimmerman ashley chief crime despondent diego hispanic mass matthews police race rampage shelley shooting witnesses zimmerman,"By Samantha Tatro, Jaspreet Kaur, Ashley Matthews and Cassia Pollock	NBC 7's Ashley Matthews was at a press conference held at the apartment complex where victims and witnesses of the shooting described what they saw.	Witnesses to Sunday's mass shooting"
5/2/17 19:48,Religious hate crimes are on the rise in the United States,longislandtechnologynews.com,Bethpage,NY,https://longislandtechnologynews.com/2017/05/religious-hate-crimes-are-on-the-rise-in-the-united-states/,,
5/3/17 0:41,EDITORIAL: American University should not allow hate crime to go unpunished,Daily Free Press,Boston,MA,http://dailyfreepress.com/2017/05/03/editorial-american-university-should-not-allow-hate-crime-to-go-unpunished/,africa aka american americanu crimes dumpson facebook free harambe hate students taylor unacceptance university unpunished,"Students from American University were shocked when they awoke to see blatant and horrendous hate crimes on campus Monday morning. Bananas were hung from ropes, tied from nooses, with phrases like думHarambe baitдуќ and думAKA Freeдуќ written on them. The"
5/3/17 4:48,Witnesses still think pool party shooting was a hate crime,New York Post,New York,NY,http://nypost.com/2017/05/03/witnesses-still-think-pool-party-shooting-was-a-hate-crime/,abc bloodstained crossroads diego hebrew jolla party peter police pool selis shelley shooting zimmerman abc bloodstained crossroads diego hebrew jolla party peter police pool selis shelley shooting zimmerman,"By Yaron Steinbuch	People walk near the scene in San Diego, at the La Jolla Crossroads apartments. AP	The footage, taken by residents in the upscale La Jolla Crossroads complex, was captured from an apartment above the pool area and shows the officers"
5/3/17 6:23,FBI Helping American University Investigate Bananas Found Hanging From Nooses,New York Times,New York,NY,https://www.nytimes.com/2017/05/03/us/bananas-hang-from-black-nooses-and-a-campus-erupts-in-protest.html,alex alpha american bait bananas black campus dumpson fbi getty hanging harambe images nooses students university washington wong alex alpha american bait bananas black campus dumpson fbi getty hanging harambe images nooses students university washington wong alex alpha american bait bananas black campus dumpson fbi getty hanging harambe images nooses students university washington wong alex alpha american bait bananas black campus dumpson fbi getty hanging harambe images nooses students university washington wong alex alpha american bait bananas black campus dumpson fbi getty hanging harambe images nooses students university washington wong alex alpha american bait bananas black campus dumpson fbi getty hanging harambe images nooses students university washington wong alex alpha american bait bananas black campus dumpson fbi getty hanging harambe images nooses students university washington wong alex alpha american bait bananas black campus dumpson fbi getty hanging harambe images nooses students university washington wong alex alpha american bait bananas black campus dumpson fbi getty hanging harambe images nooses students university washington wong,"By JACEY FORTIN MAY 3, 2017	Students discovered that someone had hung bananas around American University on the day a black, female student body president took office. Credit Alex Wong/Getty Images	The FBI is helping American University in Washington, DC,"
5/3/17 7:24,"Al Franken Petrifies DOJ Attorney, Asks If Bannon Inspires Hate Crime",Carbonated.tv,San Ramon,CA,https://www.youtube.com/watch?v=GX57qKQ4Zpo,answering bannon dodge doj eric franken hate inspires petrifies treene,"That's not answering my question, said Franken after Eric Treene tried to dodge question."
5/3/17 7:26,Man Accused Of Pouring Boiling Water On A Gay Couple Is Sentenced,Michronicleonline,,,https://michronicleonline.com/2017/05/03/man-accused-of-pouring-boiling-water-on-a-gay-couple-is-sentenced/,anthony atlanta blackwell boiling fbi gay georgia gooden gray hate hot marquez mattress pouring tolbert water,The Atlanta truck driver accused of pouring boiling water on a gay couple in February has been convicted. Martin Blackwell was found guilty of eight counts of aggravated battery and two counts of aggravated assault. He will serve 40 years in prison.	The
5/3/17 7:26,Al Franken rebukes Republicans for laughing off Steve Bannon's racism at hate crimes hearing,Shareblue Media,,,http://shareblue.com/al-franken-rebukes-republicans-for-laughing-off-steve-bannons-racism-at-hate-crimes-hearing/,bannon crimes franken hate hearing kennedy message racism remarks republican sen steve treene trump white,"By Tommy Christopher | May 3, 2017	After Sen. Al Franken (D-MN) expressed concern about white nationalist Steve Bannon's presence in the White House at a hate crimes hearing, Sen. John Kennedy (R-LA) mocked those concerns, to laughter from other"
5/3/17 7:37,San Diego Witnesses Say Racial 'Implicit Bias' Factored in Shooting Despite Police Assertion of No Hate Crime,PEOPLE.com,,,http://people.com/crime/san-diego-witnesses-hate-crime-shooting-police/,bias chapman clark crossroads diego girlfriend implicit jolla lauren monique police selis shooting witnesses zimmerman bias chapman clark crossroads diego girlfriend implicit jolla lauren monique police selis shooting witnesses zimmerman bias chapman clark crossroads diego girlfriend implicit jolla lauren monique police selis shooting witnesses zimmerman bias chapman clark crossroads diego girlfriend implicit jolla lauren monique police selis shooting witnesses zimmerman,"Despite the assertion of police that a deadly San Diego pool party shooting was not racially motivated, witnesses of the Sunday attack say an думimplicit biasдуќ motivated the shooter.	Peter Selis, 49, opened fire on a crowd at a birthday party at the La"
5/3/17 8:33,"Police: Organist spray painted 'Heil Trump,' swastika, gay slur on Brown County church",Fox 59,Indianapolis,IN,http://fox59.com/2017/05/03/police-organist-spray-painted-heil-trump-swastika-gay-slur-on-brown-county-church/,bean blossom brown church diocese gay heil hutto ind kelsey organist reverend stang swastika trump bean blossom brown church diocese gay heil hutto ind kelsey organist reverend stang swastika trump,"BROWN COUNTY, Ind. дус The organist at a Brown County church is accused of vandalizing the church in order to думmobilize a movementдуќ after he was disappointed by the election results.	The investigation began on November 13, 2016 when Reverend Kelsey"
5/3/17 8:43,FBI joins American University hate crime investigation,WTOP,Washington,DC,http://wtop.com/dc/2017/05/fbi-joins-american-university-hate-crime-investigation/,aka alpha american bananas campus crime dumpson dunlea fbi greek hate nooses quinn racism university wtop aka alpha american bananas campus crime dumpson dunlea fbi greek hate nooses quinn racism university wtop aka alpha american bananas campus crime dumpson dunlea fbi greek hate nooses quinn racism university wtop aka alpha american bananas campus crime dumpson dunlea fbi greek hate nooses quinn racism university wtop aka alpha american bananas campus crime dumpson dunlea fbi greek hate nooses quinn racism university wtop aka alpha american bananas campus crime dumpson dunlea fbi greek hate nooses quinn racism university wtop aka alpha american bananas campus crime dumpson dunlea fbi greek hate nooses quinn racism university wtop aka alpha american bananas campus crime dumpson dunlea fbi greek hate nooses quinn racism university wtop aka alpha american bananas campus crime dumpson dunlea fbi greek hate nooses quinn racism university wtop aka alpha american bananas campus crime dumpson dunlea fbi greek hate nooses quinn racism university wtop aka alpha american bananas campus crime dumpson dunlea fbi greek hate nooses quinn racism university wtop,"By Neal Augenstein | @AugensteinWTOP May 3, 2017 1:41 pm	On Monday, three displays were found on the American University campus of bananas hanging from strings in the shape of nooses. (Courtesy Quinn Dunlea)	WASHINGTON дуо The FBI is now involved in the"
5/3/17 9:11,Brown Co. church member charged in staged hate crime,WISH-TV,Indianapolis,IN,http://wishtv.com/2017/05/03/church-organist-charged-after-post-election-vandalization-to-church/,bloomington brown church county cox crime david documents episcopal gay george homosexual ind mobilize stang supportive trump bloomington brown church county cox crime david documents episcopal gay george homosexual ind mobilize stang supportive trump bloomington brown church county cox crime david documents episcopal gay george homosexual ind mobilize stang supportive trump bloomington brown church county cox crime david documents episcopal gay george homosexual ind mobilize stang supportive trump bloomington brown church county cox crime david documents episcopal gay george homosexual ind mobilize stang supportive trump bloomington brown church county cox crime david documents episcopal gay george homosexual ind mobilize stang supportive trump bloomington brown church county cox crime david documents episcopal gay george homosexual ind mobilize stang supportive trump bloomington brown church county cox crime david documents episcopal gay george homosexual ind mobilize stang supportive trump,"BROWN COUNTY, Ind. (WISH) дуо A staged hate crime, that's what investigators believe happened at a church in Brown County. Investigators say a church organist, fearful after the outcome of the 2016 election, vandalized the church he worked at to"
